1411712928.94,317352835289,235394010296,340285021459402,95162368,3145728,1658756096,92323840,1015808,1126424576,593264640,2915274752,3091310,2706835,2554919,2960399,321916729958970,18368301189347,0.00,0.00,0.00,0.00,0.39,0.20
1411712933.95,324168954218,235458987669,340298776793392,95162368,3244032,1659014144,92323840,1015808,1323835392,595533824,3114299392,3300104,2727220,2566165,3156776,321929352262852,18369433295799,0.38,0.00,0.54,0.06,0.43,0.19
1411712938.96,325981921266,235504825663,340308054654118,95162368,3252224,1659423744,92323840,1015808,1293565952,593649664,3082014720,3301841,2729224,2567883,3158362,321938097567857,18369970158518,0.02,0.00,0.21,0.09,0.42,0.19
1411712943.96,330348899596,238187671132,340322072060305,95162368,3309568,1660161024,92323840,1015808,1332551680,690450432,3217833984,3426681,2798686,2638121,3284400,321949698732150,18372385333147,0.08,0.00,0.38,1.11,0.41,0.21
1411712948.97,336675121397,244072379474,340341192855008,95162368,3411968,1661058048,92323840,1032192,1335926784,692236288,3223433216,3555778,2932849,2773788,3415645,321964866610540,18376326903457,0.11,0.02,0.42,1.49,0.41,0.21
1411712953.98,341124378276,248391274534,340356856330570,95162368,3477504,1661574144,92323840,1040384,1393577984,746307584,3334819840,3622818,3005191,2847161,3484384,321977875137353,18378987520238,0.13,0.02,0.34,1.62,0.42,0.22
1411712958.99,345912029855,253049408052,340373522824905,95162368,3563520,1662901248,92323840,1056768,1341722624,696143872,3232526336,3749758,3136452,2979521,3612721,321991220591365,18382302272226,0.06,0.01,0.36,1.41,0.42,0.22
1411712963.99,352119279100,258936293342,340392420082545,95162368,3661824,1663491072,92323840,1073152,1339613184,698732544,3233390592,3878664,3271802,3116291,3743691,322006172167896,18386254332046,0.17,0.03,0.42,1.49,0.41,0.22
1411712969.0,356515088599,263154067344,340407935607275,95162368,3731456,1665952768,92323840,1081344,1399107584,751267840,3344855040,3945659,3343754,3189232,3812343,322019492649828,18388467771450,0.03,0.00,0.33,1.91,0.42,0.22
1411712974.01,361119311852,267605742312,340423885930166,95162368,3817472,1666944000,92332032,1097728,1343315968,700899328,3239424000,4072449,3474791,3321368,3940530,322032335537375,18391556628387,0.09,0.02,0.36,1.44,0.41,0.22
1411712979.01,367391597020,273683131468,340442997426047,95162368,3915776,1668738048,92336128,1114112,1345232896,701501440,3241152512,4268030,3611249,3459246,4138175,322046251928159,18396750114327,0.05,0.01,0.45,1.17,0.42,0.22
1411712984.02,371797440225,278089893436,340458789888573,95162368,3985408,1669856256,92336128,1122304,1396817920,753598464,3345166336,4335094,3683214,3532242,4206938,322057420490230,18401369520264,0.06,0.01,0.39,0.95,0.42,0.23
1411712989.03,376935158127,280513877727,340473447715933,95162368,4055040,1671015424,92336128,1138688,1344159744,605163520,3144323072,4457713,3752654,3601719,4329605,322068970884949,18404477710160,0.06,0.01,0.44,0.78,0.43,0.19
1411712994.04,379869182988,280544011091,340483717127929,95162368,4091904,1672879104,92336128,1138688,1335181312,604192768,3134545920,4458970,3755819,3604466,4330379,322078237455160,18405480827236,0.02,0.00,0.32,0.03,0.43,0.19
1411712999.04,380548838597,280592615667,340492041163818,95162368,4108288,1674292224,92336128,1138688,1148366848,602664960,2946097152,4505928,3760705,3607306,4371727,322086467015193,18405588550819,0.01,0.00,0.08,0.45,0.39,0.20
1411713004.05,388422586100,280639930224,340506741908461,95162368,4210688,1677978624,92336128,1138688,1251770368,603607040,3050168320,4706150,3773783,3618340,4569561,322099316749924,18407443226922,0.03,0.00,0.61,0.03,0.41,0.20
1411713009.06,391361271482,280693628100,340517029246388,95162368,4222976,1678408704,92336128,1138688,1251938304,602509312,3049410560,4708451,3775512,3619675,4571503,322108838923974,18408190821392,0.03,0.00,0.31,0.07,0.41,0.20
1411713014.07,398690725899,288106332628,340538724019763,95170560,4222976,1678412800,92336128,1138688,1674088448,1035747328,3904569344,4717896,3784378,3630093,4583344,322126955352769,18411768666994,2.00,0.00,0.40,2.07,0.43,0.27
1411713019.07,409610568916,299594837019,340568018668054,95170560,4239360,1682541568,92336128,1155072,1771687936,1123188736,4096741376,4725555,3792687,3640521,4594250,322147843976787,18420174989398,0.00,0.00,0.52,1.37,0.43,0.27
1411713024.08,419521818748,309066638679,340593780675000,95170560,4259840,1683397632,92340224,1175552,1867575296,1211047936,4280819712,4735618,3804190,3654043,4607492,322169243948151,18424540243849,0.02,0.03,0.46,2.17,0.44,0.28
1411713029.09,423688276938,313135035795,340608790042159,95170560,4284416,1684016128,92340224,1200128,1569804288,912646144,3685138432,4747171,3819030,3669509,4620395,322181488124972,18427333339137,0.04,0.04,0.34,1.46,0.43,0.25
1411713034.1,429824252209,319434901740,340628050116517,95170560,4308992,1684569088,92340224,1224704,1472176128,826843136,3501547520,4757389,3830500,3681823,4631509,322194390093342,18433662202892,0.04,0.04,0.48,1.00,0.42,0.24
1411713039.1,438108542973,327341632497,340650885767024,95170560,4333568,1685085184,92340224,1249280,1471881216,827822080,3501920256,4769571,3844842,3697651,4645921,322212582666363,18438303342719,0.05,0.05,0.46,1.70,0.42,0.24
1411713044.11,445653511877,334806252719,340672504820244,95170560,4341760,1687170048,92340224,1257472,1899778048,1251303424,4353609728,4778983,3856226,3710521,4657563,322228495704878,18444009115366,0.00,0.00,0.47,1.31,0.44,0.29
1411713049.11,454185663108,343015577923,340695989520988,95170560,4366336,1689172992,92340224,1282048,1912492032,1252368384,4366970880,4857604,3870909,3726793,4738533,322245342733492,18450648893169,0.01,0.01,0.51,1.24,0.44,0.29
